UniqueID,ParcelID,LandUse,SaleDate,SalePrice,LegalReference,SoldAsVacant,TaxDistrict,Owner_Address,Owner_City,Property_Address,Property_City,LandUse_Grp,SalePrice_Grp,SaleYear
25016,025 08 0 075.00,SINGLE FAMILY,12/15/2014,"165,500",20141230-0118807,No,CITY OF GOODLETTSVILLE,210  SHEVEL DR,GOODLETTSVILLE,210  SHEVEL DR,GOODLETTSVILLE,HOME,100K-199K,2014
25017,025 14 0 002.00,DUPLEX,12/05/2014,"120,000",20141208-0112026,No,CITY OF GOODLETTSVILLE,215  DRY CREEK RD,GOODLETTSVILLE,215  DRY CREEK RD,GOODLETTSVILLE,HOME,100K-199K,2014
25018,025 14 0 011.00,SINGLE FAMILY,12/30/2014,"215,000",20150106-0001295,No,CITY OF GOODLETTSVILLE,202  TABOR DR,GOODLETTSVILLE,202  TABOR DR,GOODLETTSVILLE,HOME,200K-299K,2014
25019,025 15 0 016.00,SINGLE FAMILY,12/05/2014,"224,000",20141210-0112897,No,CITY OF GOODLETTSVILLE,308  HIGHLAND HEIGHTS DR,GOODLETTSVILLE,308  HIGHLAND HEIGHTS DR,GOODLETTSVILLE,HOME,200K-299K,2014
25020,026 05 0 101.00,SINGLE FAMILY,12/31/2014,"135,000",20150106-0001076,No,CITY OF GOODLETTSVILLE,207  HOLLYWOOD ST,GOODLETTSVILLE,207  HOLLYWOOD ST,GOODLETTSVILLE,HOME,100K-199K,2014
25021,026 09 0 001.00,DUPLEX,12/08/2014,"155,000",20141210-0112972,No,CITY OF GOODLETTSVILLE,111  SHEVEL DR,GOODLETTSVILLE,111  SHEVEL DR,GOODLETTSVILLE,HOME,100K-199K,2014
25022,026 09 0 030.00,SINGLE FAMILY,12/16/2014,"133,000",20141218-0115948,No,CITY OF GOODLETTSVILLE,205  CIMA DR,GOODLETTSVILLE,205  CIMA DR,GOODLETTSVILLE,HOME,100K-199K,2014
25023,026 13 0 002.02,SINGLE FAMILY,12/11/2014,"175,000",20141223-0117339,No,CITY OF GOODLETTSVILLE,350  PLEASANT GREEN DR,GOODLETTSVILLE,350  PLEASANT GREEN DR,GOODLETTSVILLE,HOME,100K-199K,2014
25024,032 13 0 002.00,SINGLE FAMILY,12/17/2014,"106,000",20141229-0118506,No,GENERAL SERVICES DISTRICT,4216  BRICK CHURCH PIKE,WHITES CREEK,4216  BRICK CHURCH PIKE,WHITES CREEK,HOME,100K-199K,2014
25025,033 00 0 189.00,SINGLE FAMILY,12/01/2014,"109,000",20141205-0111604,No,GENERAL SERVICES DISTRICT,507  AGEE RD,GOODLETTSVILLE,507  AGEE RD,GOODLETTSVILLE,HOME,100K-199K,2014
25026,033 03 0 005.00,DUPLEX,12/12/2014,"165,000",20141216-0114911,No,CITY OF GOODLETTSVILLE,195  DRY CREEK RD,GOODLETTSVILLE,195  DRY CREEK RD,GOODLETTSVILLE,HOME,100K-199K,2014
25027,033 03 0B 121.00,SINGLE FAMILY,12/17/2014,"179,999",20141222-0116875,No,GENERAL SERVICES DISTRICT,164  IVY HILL LN,GOODLETTSVILLE,164  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2014
25044,026 06 0 096.00,SINGLE FAMILY,12/19/2014,"148,000",20141223-0117311,No,CITY OF GOODLETTSVILLE,102  SHEFFIELD CT,GOODLETTSVILLE,102  SHEFFIELD CT,GOODLETTSVILLE,HOME,100K-199K,2014
25045,026 06 0A 006.00,RESIDENTIAL CONDO,12/11/2014,"152,000",20141215-0114311,No,GENERAL SERVICES DISTRICT,212  WYNDOM CT,GOODLETTSVILLE,212  WYNDOM CT,GOODLETTSVILLE,HOME,100K-199K,2014
25046,026 06 0A 058.00,RESIDENTIAL CONDO,12/12/2014,"141,000",20141222-0116906,No,GENERAL SERVICES DISTRICT,124  CANTON CT,GOODLETTSVILLE,124  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2014
25047,026 06 0A 076.00,RESIDENTIAL CONDO,12/11/2014,"155,800",20141216-0114967,No,GENERAL SERVICES DISTRICT,134  CANTON CT,GOODLETTSVILLE,134  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2014
25048,026 06 0A 078.00,RESIDENTIAL CONDO,12/05/2014,"154,900",20141211-0113406,No,GENERAL SERVICES DISTRICT,138  CANTON CT,GOODLETTSVILLE,138  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2014
25049,026 07 0 093.00,SINGLE FAMILY,12/02/2014,"134,900",20141204-0111336,No,CITY OF GOODLETTSVILLE,126  CORBRIDGE CT,GOODLETTSVILLE,126  CORBRIDGE CT,GOODLETTSVILLE,HOME,100K-199K,2014
25050,026 07 0 095.00,SINGLE FAMILY,12/31/2014,"126,650",20150102-0000032,No,CITY OF GOODLETTSVILLE,122  CORBRIDGE CT,GOODLETTSVILLE,122  CORBRIDGE CT,GOODLETTSVILLE,HOME,100K-199K,2014
26215,012 00 0 082.00,SINGLE FAMILY,01/26/2015,"162,500",20150127-0007529,No,GENERAL SERVICES DISTRICT,8154  OLD SPRINGFIELD PIKE,GOODLETTSVILLE,8154  OLD SPRINGFIELD PIKE,GOODLETTSVILLE,HOME,100K-199K,2015
26216,018 12 0A 019.00,SINGLE FAMILY,01/13/2015,"158,000",20150116-0004659,No,GENERAL SERVICES DISTRICT,105  MAVELLA CT,GOODLETTSVILLE,105  MAVELLA CT,GOODLETTSVILLE,HOME,100K-199K,2015
26217,032 09 0 149.00,SINGLE FAMILY,01/23/2015,"134,900",20150128-0007926,No,GENERAL SERVICES DISTRICT,2104  QUAIL RIDGE DR,NASHVILLE,2104  QUAIL RIDGE DR,NASHVILLE,HOME,100K-199K,2015
26218,032 15 0 007.00,SINGLE FAMILY,01/30/2015,"170,000",20150203-0010225,No,GENERAL SERVICES DISTRICT,1230  DALEMERE DR,NASHVILLE,1230  DALEMERE DR,NASHVILLE,HOME,100K-199K,2015
26219,033 03 0A 087.00,RESIDENTIAL CONDO,01/16/2015,"117,000",20150126-0007020,No,GENERAL SERVICES DISTRICT,87  ROLLING MEADOWS DR,GOODLETTSVILLE,87  ROLLING MEADOWS DR,GOODLETTSVILLE,HOME,100K-199K,2015
26220,033 03 0A 110.00,RESIDENTIAL CONDO,01/16/2015,"100,000",20150120-0005277,No,GENERAL SERVICES DISTRICT,110  ROLLING MEADOWS DR,GOODLETTSVILLE,110  ROLLING MEADOWS DR,GOODLETTSVILLE,HOME,100K-199K,2015
26231,026 02 0 015.00,SINGLE FAMILY,01/30/2015,"174,000",20150206-0011210,No,CITY OF GOODLETTSVILLE,111  LIDGATE TER,GOODLETTSVILLE,111  LIDGATE TER,GOODLETTSVILLE,HOME,100K-199K,2015
26232,026 06 0 045.00,SINGLE FAMILY,01/15/2015,"135,000",20150116-0005033,No,CITY OF GOODLETTSVILLE,111  DORCHESTER CT,GOODLETTSVILLE,111  DORCHESTER CT,GOODLETTSVILLE,HOME,100K-199K,2015
26233,026 06 0 069.00,ZERO LOT LINE,01/05/2015,"112,444",20150116-0004614,No,CITY OF GOODLETTSVILLE,128  CHESHIRE CT,GOODLETTSVILLE,128  CHESHIRE CT,GOODLETTSVILLE,HOME,100K-199K,2015
26234,026 06 0 070.00,ZERO LOT LINE,01/23/2015,"117,000",20150130-0008913,No,CITY OF GOODLETTSVILLE,130  CHESHIRE CT,GOODLETTSVILLE,130  CHESHIRE CT,GOODLETTSVILLE,HOME,100K-199K,2015
26235,026 07 0 005.00,ZERO LOT LINE,01/09/2015,"126,000",20150130-0009087,No,CITY OF GOODLETTSVILLE,104  CHAMPNEY CT,GOODLETTSVILLE,104  CHAMPNEY CT,GOODLETTSVILLE,HOME,100K-199K,2015
26236,026 07 0 059.00,SINGLE FAMILY,01/13/2015,"135,000",20150114-0003989,No,CITY OF GOODLETTSVILLE,109  WELSHWOOD CT,GOODLETTSVILLE,109  WELSHWOOD CT,GOODLETTSVILLE,HOME,100K-199K,2015
27161,007 15 0 044.00,SINGLE FAMILY,02/10/2015,"279,900",20150212-0012993,No,GENERAL SERVICES DISTRICT,2050  GRACELAND DR,GOODLETTSVILLE,2050  GRACELAND DR,GOODLETTSVILLE,HOME,200K-299K,2015
27162,018 07 0 019.00,SINGLE FAMILY,02/10/2015,"170,800",20150218-0013846,No,CITY OF GOODLETTSVILLE,203  UTLEY DR,GOODLETTSVILLE,203  UTLEY DR,GOODLETTSVILLE,HOME,100K-199K,2015
27163,018 07 0 109.00,SINGLE FAMILY,02/09/2015,"80,000",20150210-0012443,No,CITY OF GOODLETTSVILLE,105  BRYAN HOUSE DR,GOODLETTSVILLE,105  BRYAN HOUSE DR,GOODLETTSVILLE,HOME,Below 100K,2015
27706,188 10 0A 055.00,SINGLE FAMILY,03/23/2015,"199,900",20150325-0025522,No,GENERAL SERVICES DISTRICT,2027  OAK TRAIL DR,NOLENSVILLE,2027  OAK TRAIL DR,NOLENSVILLE,HOME,100K-199K,2015
27707,188 10 0A 107.00,SINGLE FAMILY,03/02/2015,"145,000",20150304-0019013,No,GENERAL SERVICES DISTRICT,1423  WINDING CREEK DR,NOLENSVILLE,1423  WINDING CREEK DR,NOLENSVILLE,HOME,100K-199K,2015
28155,007 15 0 014.00,SINGLE FAMILY,03/31/2015,"185,900",20150402-0029022,No,GENERAL SERVICES DISTRICT,644  GAYLEMORE DR,GOODLETTSVILLE,644  GAYLEMORE DR,GOODLETTSVILLE,HOME,100K-199K,2015
28156,018 07 0 082.00,SINGLE FAMILY,03/23/2015,"155,000",20150330-0026903,No,CITY OF GOODLETTSVILLE,107  CHARLESTON DR,GOODLETTSVILLE,107  CHARLESTON DR,GOODLETTSVILLE,HOME,100K-199K,2015
28157,018 08 0 025.00,SINGLE FAMILY,03/09/2015,"205,000",20150320-0024264,No,CITY OF GOODLETTSVILLE,227  SWIFT DR,GOODLETTSVILLE,227  SWIFT DR,GOODLETTSVILLE,HOME,200K-299K,2015
28158,032 09 0 113.00,SINGLE FAMILY,03/19/2015,"211,149",20150323-0024572,No,GENERAL SERVICES DISTRICT,4724  INDIAN SUMMER DR,NASHVILLE,4724  INDIAN SUMMER DR,NASHVILLE,HOME,200K-299K,2015
28159,032 16 0 008.00,SINGLE FAMILY,03/02/2015,"210,000",20150304-0018888,No,GENERAL SERVICES DISTRICT,4105  MARYDALE DR,NASHVILLE,4105  MARYDALE DR,NASHVILLE,HOME,200K-299K,2015
28160,033 03 0B 075.00,SINGLE FAMILY,03/13/2015,"231,000",20150317-0022900,No,GENERAL SERVICES DISTRICT,200  IVY HILL LN,GOODLETTSVILLE,200  IVY HILL LN,GOODLETTSVILLE,HOME,200K-299K,2015
28161,033 03 0B 076.00,SINGLE FAMILY,03/13/2015,"162,000",20150317-0022892,No,GENERAL SERVICES DISTRICT,202  IVY HILL LN,GOODLETTSVILLE,202  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2015
28162,033 03 0B 081.00,SINGLE FAMILY,03/13/2015,"176,000",20150317-0022896,No,GENERAL SERVICES DISTRICT,201  IVY HILL LN,GOODLETTSVILLE,201  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2015
28163,033 03 0B 086.00,SINGLE FAMILY,03/13/2015,"182,000",20150317-0022906,No,GENERAL SERVICES DISTRICT,191  IVY HILL LN,GOODLETTSVILLE,191  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2015
28178,026 02 0 008.00,SINGLE FAMILY,03/13/2015,"165,000",20150319-0023524,No,CITY OF GOODLETTSVILLE,409  NEWBERRY CT,GOODLETTSVILLE,409  NEWBERRY CT,GOODLETTSVILLE,HOME,100K-199K,2015
28179,026 07 0 065.00,SINGLE FAMILY,03/13/2015,"143,900",20150318-0023239,No,CITY OF GOODLETTSVILLE,101  HEATHCOTE CT,GOODLETTSVILLE,101  HEATHCOTE CT,GOODLETTSVILLE,HOME,100K-199K,2015
28180,026 07 0 194.00,SINGLE FAMILY,03/09/2015,"176,000",20150311-0020742,No,CITY OF GOODLETTSVILLE,128  BUCKINGHAM CT,GOODLETTSVILLE,128  BUCKINGHAM CT,GOODLETTSVILLE,HOME,100K-199K,2015
29467,007 14 0A 024.00,SINGLE FAMILY,04/14/2015,"425,000",20150415-0033442,No,GENERAL SERVICES DISTRICT,2209  KAYLA DR,GOODLETTSVILLE,2209  KAYLA DR,GOODLETTSVILLE,HOME,400K-499K,2015
29468,018 07 0 039.00,SINGLE FAMILY,04/23/2015,"125,000",20150428-0037887,No,CITY OF GOODLETTSVILLE,103  UTLEY DR,GOODLETTSVILLE,103  UTLEY DR,GOODLETTSVILLE,HOME,100K-199K,2015
29469,018 12 0A 053.00,SINGLE FAMILY,04/17/2015,"159,000",20150420-0034831,No,GENERAL SERVICES DISTRICT,391  DORR DR,GOODLETTSVILLE,391  DORR DR,GOODLETTSVILLE,HOME,100K-199K,2015
29470,018 16 0 208.00,CHURCH,04/09/2015,"134,000",20150415-0033310,No,CITY OF GOODLETTSVILLE,408  BRICK CHURCH PIKE,GOODLETTSVILLE,408  BRICK CHURCH PIKE,GOODLETTSVILLE,CHURCH,100K-199K,2015
29471,026 01 0 153.00,SINGLE FAMILY,04/15/2015,"153,000",20150417-0034215,No,CITY OF GOODLETTSVILLE,143  TWO MILE PIKE,GOODLETTSVILLE,143  TWO MILE PIKE,GOODLETTSVILLE,HOME,100K-199K,2015
29472,032 09 0 022.00,SINGLE FAMILY,04/15/2015,"146,100",20150424-0036844,No,GENERAL SERVICES DISTRICT,1605  FALL DR,NASHVILLE,1605  FALL DR,NASHVILLE,HOME,100K-199K,2015
29473,032 09 0B 015.00,SINGLE FAMILY,04/17/2015,"182,000",20150421-0035326,No,GENERAL SERVICES DISTRICT,4945  INDIAN SUMMER DR,NASHVILLE,4945  INDIAN SUMMER DR,NASHVILLE,HOME,100K-199K,2015
29474,032 10 0 010.00,SINGLE FAMILY,04/21/2015,"197,000",20150423-0036320,No,GENERAL SERVICES DISTRICT,4298  BRICK CHURCH PIKE,WHITES CREEK,4298  BRICK CHURCH PIKE,WHITES CREEK,HOME,100K-199K,2015
29475,032 13 0 056.00,SINGLE FAMILY,04/20/2015,"133,000",20150430-0038715,No,GENERAL SERVICES DISTRICT,4305  FALLING LEAF LN,NASHVILLE,4305  FALLING LEAF LN,NASHVILLE,HOME,100K-199K,2015
29476,033 04 0 002.00,SINGLE FAMILY,04/27/2015,"64,000",20150429-0038332,No,CITY OF GOODLETTSVILLE,104  GARRETT DR,GOODLETTSVILLE,104  GARRETT DR,GOODLETTSVILLE,HOME,Below 100K,2015
29477,033 04 0 015.00,SINGLE FAMILY,04/29/2015,"81,000",20150505-0040640,No,CITY OF GOODLETTSVILLE,124  DRAPER DR,GOODLETTSVILLE,124  DRAPER DR,GOODLETTSVILLE,HOME,Below 100K,2015
29499,026 06 0 108.00,SINGLE FAMILY,04/28/2015,"155,000",20150501-0039706,No,CITY OF GOODLETTSVILLE,110  SWANTON CT,GOODLETTSVILLE,110  SWANTON CT,GOODLETTSVILLE,HOME,100K-199K,2015
29500,026 07 0 042.00,SINGLE FAMILY,04/30/2015,"162,500",20150504-0039884,No,CITY OF GOODLETTSVILLE,107  BUTTERFIELD CT,GOODLETTSVILLE,107  BUTTERFIELD CT,GOODLETTSVILLE,HOME,100K-199K,2015
30468,188 10 0A 052.00,SINGLE FAMILY,05/15/2015,"157,500",20150518-0045409,No,GENERAL SERVICES DISTRICT,2021  OAK TRAIL DR,NOLENSVILLE,2021  OAK TRAIL DR,NOLENSVILLE,HOME,100K-199K,2015
30469,188 10 0A 101.00,SINGLE FAMILY,05/27/2015,"157,500",20150608-0053286,No,GENERAL SERVICES DISTRICT,1435  WINDING CREEK DR,NOLENSVILLE,1435  WINDING CREEK DR,NOLENSVILLE,HOME,100K-199K,2015
31076,018 12 0 040.00,SINGLE FAMILY,05/21/2015,"172,900",20150528-0049256,No,CITY OF GOODLETTSVILLE,305  FANNIN DR,GOODLETTSVILLE,305  FANNIN DR,GOODLETTSVILLE,HOME,100K-199K,2015
31077,018 16 0 136.00,SINGLE FAMILY,05/29/2015,"340,000",20150602-0050792,No,CITY OF GOODLETTSVILLE,335  MONCRIEF AVE,GOODLETTSVILLE,335  MONCRIEF AVE,GOODLETTSVILLE,HOME,300K-399K,2015
31078,025 03 0 012.00,SINGLE FAMILY,05/05/2015,"285,900",20150511-0043022,No,CITY OF GOODLETTSVILLE,501  MONCRIEF AVE,GOODLETTSVILLE,501  MONCRIEF AVE,GOODLETTSVILLE,HOME,200K-299K,2015
31079,025 07 0 039.00,SINGLE FAMILY,05/20/2015,"152,400",20150522-0047658,No,CITY OF GOODLETTSVILLE,302  ROSEHILL DR,GOODLETTSVILLE,302  ROSEHILL DR,GOODLETTSVILLE,HOME,100K-199K,2015
31080,025 15 0 027.00,SINGLE FAMILY,05/15/2015,"178,900",20150518-0045262,No,CITY OF GOODLETTSVILLE,307  HIGHLAND HEIGHTS DR,GOODLETTSVILLE,307  HIGHLAND HEIGHTS DR,GOODLETTSVILLE,HOME,100K-199K,2015
31081,025 16 0 024.00,SINGLE FAMILY,05/28/2015,"184,900",20150602-0050964,No,CITY OF GOODLETTSVILLE,109  MOSS TRL,GOODLETTSVILLE,109  MOSS TRL,GOODLETTSVILLE,HOME,100K-199K,2015
31082,026 01 0 109.00,SINGLE FAMILY,05/27/2015,"43,000",20150610-0054642,No,CITY OF GOODLETTSVILLE,130  TWO MILE PIKE,GOODLETTSVILLE,130  TWO MILE PIKE,GOODLETTSVILLE,HOME,Below 100K,2015
31083,026 05 0 117.00,SINGLE FAMILY,05/05/2015,"128,000",20150506-0041370,No,CITY OF GOODLETTSVILLE,309  HOLLYWOOD ST,GOODLETTSVILLE,309  HOLLYWOOD ST,GOODLETTSVILLE,HOME,100K-199K,2015
31084,033 03 0A 097.00,RESIDENTIAL CONDO,05/01/2015,"91,000",20150505-0041041,No,GENERAL SERVICES DISTRICT,97  ROLLING MEADOWS DR,GOODLETTSVILLE,97  ROLLING MEADOWS DR,GOODLETTSVILLE,HOME,Below 100K,2015
31085,033 03 0A 100.00,RESIDENTIAL CONDO,05/26/2015,"120,000",20150527-0048480,No,GENERAL SERVICES DISTRICT,100  ROLLING MEADOWS DR,GOODLETTSVILLE,100  ROLLING MEADOWS DR,GOODLETTSVILLE,HOME,100K-199K,2015
31086,033 03 0B 047.00,SINGLE FAMILY,05/08/2015,"184,398",20150514-0044557,No,GENERAL SERVICES DISTRICT,120  VINE LN,GOODLETTSVILLE,120  VINE LN,GOODLETTSVILLE,HOME,100K-199K,2015
31102,026 06 0 005.00,ZERO LOT LINE,05/29/2015,"110,000",20150602-0051124,No,CITY OF GOODLETTSVILLE,110  HABERSHAM CT,GOODLETTSVILLE,110  HABERSHAM CT,GOODLETTSVILLE,HOME,100K-199K,2015
31103,026 06 0A 080.00,RESIDENTIAL CONDO,05/29/2015,"150,000",20150616-0057165,No,GENERAL SERVICES DISTRICT,142  CANTON CT,GOODLETTSVILLE,142  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2015
31104,026 06 0A 082.00,RESIDENTIAL CONDO,05/22/2015,"150,000",20150528-0049004,No,GENERAL SERVICES DISTRICT,146  CANTON CT,GOODLETTSVILLE,146  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2015
33025,025 07 0 030.00,SINGLE FAMILY,06/09/2015,"173,000",20150615-0056184,No,CITY OF GOODLETTSVILLE,413  ROSEHILL CT,GOODLETTSVILLE,413  ROSEHILL CT,GOODLETTSVILLE,HOME,100K-199K,2015
33026,025 16 0 013.00,SINGLE FAMILY,06/05/2015,"235,000",20150610-0054503,No,CITY OF GOODLETTSVILLE,206  MOSS TRL,GOODLETTSVILLE,206  MOSS TRL,GOODLETTSVILLE,HOME,200K-299K,2015
33027,025 16 0 071.00,SINGLE FAMILY,06/30/2015,"136,000",20150702-0064374,No,CITY OF GOODLETTSVILLE,420  ALTA LOMA RD,GOODLETTSVILLE,420  ALTA LOMA RD,GOODLETTSVILLE,HOME,100K-199K,2015
33028,026 01 0 112.00,SINGLE FAMILY,06/01/2015,"133,000",20150604-0052410,No,CITY OF GOODLETTSVILLE,136  TWO MILE PIKE,GOODLETTSVILLE,136  TWO MILE PIKE,GOODLETTSVILLE,HOME,100K-199K,2015
33029,032 09 0 035.00,SINGLE FAMILY,06/09/2015,"106,900",20150610-0054916,No,GENERAL SERVICES DISTRICT,1708  FALL DR,NASHVILLE,1708  FALL DR,NASHVILLE,HOME,100K-199K,2015
33030,032 09 0 137.00,SINGLE FAMILY,06/09/2015,"181,000",20150610-0054926,No,GENERAL SERVICES DISTRICT,2152  QUAIL RIDGE DR,NASHVILLE,2152  QUAIL RIDGE DR,NASHVILLE,HOME,100K-199K,2015
33031,032 15 0 014.00,SINGLE FAMILY,06/30/2015,"188,000",20150701-0063473,No,GENERAL SERVICES DISTRICT,4105  CECIL CT,NASHVILLE,4105  CECIL CT,NASHVILLE,HOME,100K-199K,2015
33032,033 03 0B 079.00,SINGLE FAMILY,06/12/2015,"232,500",20150616-0057275,No,GENERAL SERVICES DISTRICT,205  IVY HILL LN,GOODLETTSVILLE,205  IVY HILL LN,GOODLETTSVILLE,HOME,200K-299K,2015
33047,026 00 0 034.00,SINGLE FAMILY,06/30/2015,"199,900",20150701-0063808,No,GENERAL SERVICES DISTRICT,252  LIBERTY LN,MADISON,252  LIBERTY LN,MADISON,HOME,100K-199K,2015
33048,026 06 0 034.00,SINGLE FAMILY,06/12/2015,"162,000",20150616-0057099,No,CITY OF GOODLETTSVILLE,117  BROCKHAMPTON CT,GOODLETTSVILLE,117  BROCKHAMPTON CT,GOODLETTSVILLE,HOME,100K-199K,2015
33049,026 06 0A 003.00,RESIDENTIAL CONDO,06/25/2015,"149,000",20150630-0063113,No,GENERAL SERVICES DISTRICT,206  WYNDOM CT,GOODLETTSVILLE,206  WYNDOM CT,GOODLETTSVILLE,HOME,100K-199K,2015
33050,026 07 0 074.00,SINGLE FAMILY,06/26/2015,"127,000",20150630-0062974,No,CITY OF GOODLETTSVILLE,119  HEATHCOTE CT,GOODLETTSVILLE,119  HEATHCOTE CT,GOODLETTSVILLE,HOME,100K-199K,2015
33051,026 07 0 160.00,SINGLE FAMILY,06/25/2015,"166,000",20150629-0062036,No,CITY OF GOODLETTSVILLE,116  NEWCASTLE CT,GOODLETTSVILLE,116  NEWCASTLE CT,GOODLETTSVILLE,HOME,100K-199K,2015
33052,026 07 0 175.00,SINGLE FAMILY,06/05/2015,"168,000",20150609-0054327,No,CITY OF GOODLETTSVILLE,134  BUCKINGHAM CT,GOODLETTSVILLE,134  BUCKINGHAM CT,GOODLETTSVILLE,HOME,100K-199K,2015
34178,187 09 0A 287.00,SINGLE FAMILY,07/31/2015,"304,454",20150804-0077317,No,GENERAL SERVICES DISTRICT,2116  KIRKWALL DR,NOLENSVILLE,2116  KIRKWALL DR,NOLENSVILLE,HOME,300K-399K,2015
34751,007 14 0B 010.00,RESIDENTIAL CONDO,07/13/2015,"190,000",20150717-0069947,No,GENERAL SERVICES DISTRICT,1900  TINNIN RD,GOODLETTSVILLE,1900  TINNIN RD,GOODLETTSVILLE,HOME,100K-199K,2015
34752,012 03 0 025.00,SINGLE FAMILY,07/17/2015,"230,000",20150721-0071254,No,GENERAL SERVICES DISTRICT,613  GAYLEMORE DR,GOODLETTSVILLE,613  GAYLEMORE DR,GOODLETTSVILLE,HOME,200K-299K,2015
34753,015 14 0 075.00,SINGLE FAMILY,07/31/2015,"184,000",20150803-0076727,No,GENERAL SERVICES DISTRICT,3124  MARGIE DR,JOELTON,3124  MARGIE DR,JOELTON,HOME,100K-199K,2015
34754,016 00 0 143.00,SINGLE FAMILY,07/06/2015,"260,000",20150708-0066261,No,GENERAL SERVICES DISTRICT,7104  LAMA TERRA DR,GOODLETTSVILLE,7104  LAMA TERRA DR,GOODLETTSVILLE,HOME,200K-299K,2015
34755,016 00 0 216.00,SINGLE FAMILY,07/10/2015,"230,000",20150713-0067794,No,GENERAL SERVICES DISTRICT,6912  RIDGERUNNER CT,GOODLETTSVILLE,6912  RIDGERUNNER CT,GOODLETTSVILLE,HOME,200K-299K,2015
34756,018 07 0 109.00,SINGLE FAMILY,07/20/2015,"179,900",20150721-0071325,No,CITY OF GOODLETTSVILLE,105  BRYAN HOUSE DR,GOODLETTSVILLE,105  BRYAN HOUSE DR,GOODLETTSVILLE,HOME,100K-199K,2015
34757,025 03 0 027.00,SINGLE FAMILY,07/31/2015,"187,500",20150804-0077193,No,CITY OF GOODLETTSVILLE,463  MONCRIEF AVE,GOODLETTSVILLE,463  MONCRIEF AVE,GOODLETTSVILLE,HOME,100K-199K,2015
34758,025 07 0 008.00,SINGLE FAMILY,07/10/2015,"153,000",20150724-0072748,No,CITY OF GOODLETTSVILLE,407  ROSEHILL DR,GOODLETTSVILLE,407  ROSEHILL DR,GOODLETTSVILLE,HOME,100K-199K,2015
34759,025 08 0 035.00,SINGLE FAMILY,07/31/2015,"175,000",20150806-0078386,No,CITY OF GOODLETTSVILLE,305  SHEVEL DR,GOODLETTSVILLE,305  SHEVEL DR,GOODLETTSVILLE,HOME,100K-199K,2015
34760,025 12 0 065.00,SINGLE FAMILY,07/02/2015,"125,000",20150708-0066123,No,CITY OF GOODLETTSVILLE,222  MOSS TRL,GOODLETTSVILLE,222  MOSS TRL,GOODLETTSVILLE,HOME,100K-199K,2015
34761,026 05 0 060.00,SINGLE FAMILY,07/28/2015,"182,000",20150730-0074951,No,CITY OF GOODLETTSVILLE,301  ROSCOE ST,GOODLETTSVILLE,301  ROSCOE ST,GOODLETTSVILLE,HOME,100K-199K,2015
34762,033 03 0A 097.00,RESIDENTIAL CONDO,07/15/2015,"136,000",20150729-0074782,No,GENERAL SERVICES DISTRICT,97  ROLLING MEADOWS DR,GOODLETTSVILLE,97  ROLLING MEADOWS DR,GOODLETTSVILLE,HOME,100K-199K,2015
34763,033 03 0B 065.00,SINGLE FAMILY,07/24/2015,"174,900",20150729-0074735,No,GENERAL SERVICES DISTRICT,180  IVY HILL LN,GOODLETTSVILLE,180  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2015
34764,033 03 0B 140.00,SINGLE FAMILY,07/20/2015,"176,000",20150722-0071802,No,GENERAL SERVICES DISTRICT,115  IVY HILL LN,GOODLETTSVILLE,115  IVY HILL LN,GOODLETTSVILLE,HOME,100K-199K,2015
34783,026 06 0 105.00,SINGLE FAMILY,07/17/2015,"155,750",20150727-0073222,No,CITY OF GOODLETTSVILLE,104  SWANTON CT,GOODLETTSVILLE,104  SWANTON CT,GOODLETTSVILLE,HOME,100K-199K,2015
34784,026 06 0A 043.00,RESIDENTIAL CONDO,07/15/2015,"167,967",20150717-0070151,No,GENERAL SERVICES DISTRICT,129  CANTON CT,GOODLETTSVILLE,129  CANTON CT,GOODLETTSVILLE,HOME,100K-199K,2015
34785,026 07 0 150.00,SINGLE FAMILY,07/31/2015,"175,000",20150805-0077716,No,CITY OF GOODLETTSVILLE,708  WINDSOR TRCE,GOODLETTSVILLE,708  WINDSOR TRCE,GOODLETTSVILLE,HOME,100K-199K,2015
36500,007 14 0 026.00,SINGLE FAMILY,08/14/2015,"285,000",20150819-0083440,No,GENERAL SERVICES DISTRICT,1428  SPRINGFIELD HWY,GOODLETTSVILLE,1428  SPRINGFIELD HWY,GOODLETTSVILLE,HOME,200K-299K,2015
36501,010 00 0 045.00,SINGLE FAMILY,08/31/2015,"193,500",20150903-0090036,No,GENERAL SERVICES DISTRICT,331  VIEW RIDGE DR,GOODLETTSVILLE,331  VIEW RIDGE DR,GOODLETTSVILLE,HOME,100K-199K,2015
